no,kode_rs,propinsi,pemilik,nama_rs,ranap,rajal,total,kelas
1346,3210038,JAWA BARAT,Swasta,RSIA LIVASYA,471,647,"1,118",C
1347,5102052,BALI,Swasta,RSIA PURI BUNDA TABANAN,351,690,"1,041",C
1348,3273547,JAWA BARAT,Swasta,RS EDELWEISS,907,132,"1,039",C
1349,3214041,JAWA BARAT,Swasta,RSIA BUNDA FATHIA,710,301,"1,011",C
1350,3171781,DKI JAKARTA,Swasta,RS MUHAMMADIYAH TAMAN PURING,175,811,986,C
1351,6271030,KALIMANTAN TENGAH,Swasta,RS SILOAM PALANGKA RAYA,978,6,984,C
1352,6371024,KALIMANTAN SELATAN,Swasta,RSU SUAKA INSAN,978,1,979,C
1353,2071057,KEPULAUAN RIAU,Swasta,RSIA FRISDHY ANGEL,390,486,876,C
1354,3216385,JAWA BARAT,Swasta,RS.HARAPAN KELUARGA JABABEKA,555,280,835,C
1355,1810005,LAMPUNG,Swasta,RSIA HARAPAN BUNDA,833,0,833,C
1356,1372014,SUMATERA BARAT,Swasta,RSIA ANANDA SOLOK,353,403,756,C
1357,3529026,JAWA TIMUR,Swasta,RSIA ESTO ABHU SUMENEP,440,311,751,C
1358,3202088,JAWA BARAT,Swasta,RS PRIMAYA SUKABUMI,188,534,722,C
1359,3603196,BANTEN,Swasta,RS PRIMAYA PASAR KEMIS,259,444,703,C
1360,1471399,RIAU,Swasta,RS HERMINA PEKAN BARU,438,248,686,C
1361,3309136,JAWA TENGAH,Swasta,RSU ISLAM BOYOLALI,298,368,666,C
1362,3571150,JAWA TIMUR,Pemerintah,RSUD KILISUCI KOTA KEDIRI,465,199,664,C
1363,3215171,JAWA BARAT,Swasta,RS PERMATA KELUARGA KARAWANG,391,272,663,C
1364,7171105,SULAWESI UTARA,Swasta,RUMAH SAKIT SILOAM PAAL DUA,636,1,637,C
1365,1571168,JAMBI,Swasta,RSU MITRA,258,373,631,C
1366,3172766,DKI JAKARTA,Pemerintah,RSU OLAH RAGA NASIONAL,97,525,622,C
1367,3674020,BANTEN,Swasta,RS MITRA KELUARGA BINTARO,620,1,621,C
1368,3303103,JAWA TENGAH,Swasta,RSI AT-TIN HUSADA PURBALINGGA,315,303,618,C
1369,3175315,DKI JAKARTA,Swasta,RS SATYA NEGARA,527,36,563,C
1370,3205026,JAWA BARAT,Swasta,RS INTAN HUSADA,513,0,513,C
1371,5271100,NTB,Swasta,SILOAM HOSPITALS MATARAM,502,2,504,C
1372,1706020,BENGKULU,Swasta,RSIA AL-BARRA,217,282,499,C
1373,3276147,JAWA BARAT,Swasta,RSIA ASY-SYIFA MEDICAL CENTER,141,353,494,C
1374,5102051,BALI,Swasta,RSIA CAHAYA BUNDA TABANAN BALI,169,288,457,C
1375,1871444,LAMPUNG,Swasta,RUMAH SAKIT IBU DAN ANAK SINTA,195,254,451,C
1376,6172070,KALIMANTAN BARAT,Pemerintah,RS KUSTA SINGKAWANG,148,287,435,C
1377,3471325,DIY,Swasta,RSIA PERMATA BUNDA,323,107,430,C
1378,1275670,SUMATERA UTARA,Swasta,RS AMETA SEJAHTERA,239,175,414,C
1379,3172753,DKI JAKARTA,Swasta,RUMAH SAKIT ANTAM MEDIKA,368,42,410,C
1380,3674018,BANTEN,Swasta,RS PONDOK INDAH BINTARO JAYA,387,17,404,C
1381,3311231,JAWA TENGAH,Swasta,RS ISLAM SURAKARTA YARSIS,228,159,387,C
1382,3307035,JAWA TENGAH,Swasta,RSIA ADINA,172,213,385,C
1383,7271133,SULAWESI TENGAH,Pemerintah,RSU TADULAKO PALU,78,300,378,C
1384,3217009,JAWA BARAT,Swasta,RSIA GRAHA MEDIKA PADALARANG,225,153,378,C
1385,3171680,DKI JAKARTA,Swasta,RSU TRIA DIPA,40,332,372,C
1386,3372241,JAWA TENGAH,Swasta,RS JIH SOLO,301,68,369,C
1387,5171111,BALI,Swasta,RSU KASIH IBU,362,2,364,C
1388,7171108,SULAWESI UTARA,Pemerintah,RUMAH SAKIT KHUSUS DAERAH GIGI DAN MULUT KOTA MANADO,0,354,354,C
1389,3319023,JAWA TENGAH,Swasta,RSB HARAPAN BUNDA,189,160,349,C
1390,3515145,JAWA TIMUR,Pemerintah,RS MITRA KELUARGA PONDOK TJANDRA,264,82,346,C
1391,3374373,JAWA TENGAH,Swasta,RSGM UNIMUS,0,339,339,C
1392,6472122,KALIMANTAN TIMUR,Swasta,RSIA THAHA BAKRIE,143,177,320,C
1393,3572021,JAWA TIMUR,Swasta,RS KATOLIK BUDI RAHAYU,291,14,305,C
1394,3674006,BANTEN,Pemerintah,RUMAH SAKIT SYARIF HIDAYATULLAH,281,3,284,C
1395,3520015,JAWA TIMUR,Swasta,RSIA SAMUDRA HUSADA,139,132,281,C
1396,7271084,SULAWESI TENGAH,Swasta,RSIA SITTI MASYITHAH,229,28,257,C
1397,3201257,JAWA BARAT,Swasta,RS NURAIDA,130,126,256,C
1398,5103033,BALI,Swasta,RS UMUM KASIH IBU KEDONGANAN,251,0,251,C
1399,6472143,KALIMANTAN TIMUR,Swasta,RSIA JIMMY MEDIKA BORNEO,81,166,247,C
1400,3578053,JAWA TIMUR,Swasta,RUMAH SAKIT DARMO,231,0,231,C
1401,3216387,JAWA BARAT,Swasta,RS DOKTER ADAM TALIB,228,2,230,C
1402,3201251,JAWA BARAT,Swasta,RS SILOAM HOSPITALS BOGOR,206,11,217,C
1403,1803035,LAMPUNG,Pemerintah,RSUD BANDAR NEGARA HUSADA,170,39,209,C
1404,3174497,DKI JAKARTA,Swasta,RS BINA SEHAT MANDIRI,144,60,204,C
1405,1304017,SUMATERA BARAT,Swasta,RSKIA HARYANDA,161,15,176,C
1406,3301115,JAWA TENGAH,Swasta,RS PRISCILLA MEDICAL CENTER CILACAP,142,2,144,C
1407,6471080,KALIMANTAN TIMUR,Swasta,RSB KASIH BUNDA,92,47,139,C
1408,1671337,SUMATERA SELATAN,Swasta,RSIA TRINANDA,95,7,102,C
1409,1275998,SUMATERA UTARA,Swasta,RSIA STELLA MARIS,51,49,100,C
1410,1275899,SUMATERA UTARA,Swasta,RSU TERE MARGARETH,85,11,96,C
1411,3520016,JAWA TIMUR,Swasta,RSIA MELATI MAGETAN,61,33,94,C
1412,3215163,JAWA BARAT,Swasta,RSIA SENTUL CIKAMPEK,92,0,92,C
1413,1212184,SUMATERA UTARA,Swasta,RS JIWA BINA KARSA TUNTUNGAN,31,52,83,C
1414,3674022,BANTEN,Pemerintah,RSUD SERPONG UTARA,82,0,82,C
1415,1671341,SUMATERA SELATAN,Swasta,RSIA MARISSA,54,25,79,C
1416,3603195,BANTEN,Swasta,RS MENTARI,38,40,78,C
1417,1871446,LAMPUNG,Swasta,RSIA BUNDA ASY SYIFA,71,0,71,C
1418,3373092,JAWA TENGAH,Swasta,RSIA HERMINA MUTIARA BUNDA SALATIGA,65,1,66,C
1419,3571148,JAWA TIMUR,Swasta,RSIA MELINDA,38,23,61,C
1420,1971005,BANGKA BELITUNG,Swasta,RSIA DZAKIRAH,43,16,59,C
1421,6171124,KALIMANTAN BARAT,Swasta,RS ANUGERAH BUNDA KHATULISTIWA,59,0,59,C
1422,3603172,BANTEN,Swasta,RS ST. CAROLUS SUMMARECON SERPONG,47,7,54,C
1423,1810007,LAMPUNG,Swasta,RSKB KURNIA MEDIKAL CENTER,30,23,53,C
1424,3402084,DIY,Swasta,RS UNIVERSITAS ISLAM INDONESIA,41,8,49,C
1425,3174529,DKI JAKARTA,Swasta,RSU CENDANA,48,0,48,C
1426,1871450,LAMPUNG,Swasta,RSU BUDI MEDIKA,12,35,47,C
1427,1603090,SUMATERA SELATAN,Pemerintah,RSIA KARUNIA INDAH MEDIKA,13,25,38,C
1428,3374387,JAWA TENGAH,Swasta,RS PRIMAYA SEMARANG,15,16,31,C
1429,3278017,JAWA BARAT,Swasta,RSIA WIDANINGSIH,14,14,28,C
1430,3471085,DIY,Swasta,RSK JIWA PURI NIRMALA,3,17,20,C
1431,3204129,JAWA BARAT,Swasta,RSIA GRHA BUNDA,16,0,16,C
1432,1409019,RIAU,Swasta,RSIA ATHAYA MEDIKA,12,0,12,C
1433,3273431,JAWA BARAT,Swasta,RSK BEDAH HALMAHERA SIAGA,11,0,11,C
1,5171155,BALI,Swasta,RSU BHAKTI RAHAYU,"23,745","565,246","588,991",D
2,3319021,JAWA TENGAH,Swasta,RS AISYIYAH KUDUS,"42,261","423,575","465,836",D
3,3274090,JAWA BARAT,Swasta,RSU SUMBER KASIH,"45,783","280,270","326,053",D
4,3205023,JAWA BARAT,Swasta,RSU NURHAYATI,"23,727","291,167","314,894",D
5,3404081,DIY,Swasta,RS. CONDONG CATUR,"5,187","283,890","289,077",D
6,3310417,JAWA TENGAH,Swasta,RSU ISLAM CAWAS,"22,645","249,502","272,153",D
7,3471336,DIY,Swasta,RSU BETHESDA LEMPUYANGWANGI,"7,859","259,798","267,658",D
8,3471282,DIY,Swasta,RSK PENYAKIT DALAM HUSADA TAMA,"6,835","255,663","262,499",D
9,3471373,DIY,Swasta,RS HAPPY LAND MEDICAL CENTRE,"5,793","253,471","259,265",D
10,3309063,JAWA TENGAH,Swasta,RS PKU AISYIYAH BOYOLALI,"23,944","233,378","257,322",D
11,5171217,BALI,Swasta,RS SURYA HUSADA UBUNG,"13,597","243,652","257,249",D
12,3319022,JAWA TENGAH,Swasta,RSU KUMALA SIWIMIJEN KUDUS,"17,168","232,913","250,147",D
13,6404046,KALIMANTAN TIMUR,Swasta,RS BEDAH SOHC SANGATA,"31,318","216,550","247,873",D
14,3273442,JAWA BARAT,Swasta,RSU BINA SEHAT,"19,290","216,696","235,986",D
15,5205014,NTB,Pemerintah,RSU DOMPU,"52,630","181,841","234,477",D
16,3507070,JAWA TIMUR,Swasta,RSU MARSUDI WALUYO,"13,872","214,244","228,116",D
17,1109029,NAD,Swasta,RSU CITRA HUSADA,"36,693","190,160","226,853",D
18,1109028,NAD,Swasta,RSU MUFID,"27,085","194,416","221,502",D
19,3514053,JAWA TIMUR,Swasta,RS MITRA SEHAT MEDIKA,"40,343","179,485","219,828",D
20,3375073,JAWA TENGAH,Swasta,RSU H.A. DJUNAID,"14,211","195,797","210,008",D
21,3514025,JAWA TIMUR,Swasta,RS ISLAM MASYITOH BANGIL,"31,636","177,514","209,150",D
22,3316051,JAWA TENGAH,Swasta,RS PKU MUHAMMADIYAH CEPU,"26,934","178,751","205,685",D
23,3312021,JAWA TENGAH,Swasta,RS. MAGUAN HUSADA,"26,574","174,452","201,026",D
24,3402053,DIY,Swasta,RSK BEDAH NUR HIDAYAH,"21,566","173,902","195,510",D
25,1377003,SUMATERA BARAT,Swasta,RS AISYIYAH PARIAMAN,"22,611","169,942","192,557",D
26,3319043,JAWA TENGAH,Swasta,RS NURUSSYIFA,"15,383","176,689","192,072",D
27,3315046,JAWA TENGAH,Swasta,RS MUHAMMADIYAH GUBUG,"35,448","156,018","191,566",D
28,3215067,JAWA BARAT,Swasta,RS PROKLAMASI,"29,651","159,203","188,855",D
29,3402086,DIY,Swasta,RSU RAJAWALI CITRA BANTUL,"12,161","176,466","188,627",D
30,3312284,JAWA TENGAH,Swasta,RS MUHAMMADIYAH SELOGIRI,"17,602","168,433","186,035",D
31,1372012,SUMATERA BARAT,Pemerintah,RST SOLOK,"13,495","169,421","182,947",D
32,3306082,JAWA TENGAH,Swasta,RS PANTI WALUYO YAKKUM PURWOREJO,"15,101","163,676","178,777",D
33,3471026,DIY,Swasta,RS ISLAM HIDAYATULLAH,"15,646","160,626","176,272",D
34,3171792,DKI JAKARTA,Pemerintah,RSU KECAMATAN JAGAKARSA,"9,723","166,136","175,877",D
35,3308017,JAWA TENGAH,Swasta,RS AISYIYAH MUNTILAN,"21,171","153,908","175,079",D
36,1110101,NAD,Swasta,RSU BIREUEN MEDICAL CENTER,"23,897","142,547","166,444",D
37,1375051,SUMATERA BARAT,Swasta,RUMAH SAKIT UMUM MADINA,"13,216","151,252","164,468",D
38,3371084,JAWA TENGAH,Swasta,RSU LESTARI RAHARJA,"15,093","148,252","163,375",D
39,6471077,KALIMANTAN TIMUR,Swasta,RS BALIKPAPAN BARU,"17,524","143,079","160,603",D
40,1110102,NAD,Swasta,RS TELAGA BUNDA,"40,022","120,329","160,383",D
41,3309128,JAWA TENGAH,Swasta,RSU ASY-SYIFA SAMBI,"27,603","132,039","159,642",D
42,3212054,JAWA BARAT,Swasta,RS MM INDRAMAYU,"22,748","131,343","154,091",D
43,3174523,DKI JAKARTA,Pemerintah,RSU KECAMATAN MATRAMAN,"7,774","145,993","153,768",D
44,3314090,JAWA TENGAH,Swasta,RSU PKU MUHAMMADIYAH SRAGEN,"17,243","136,477","153,720",D
45,3507015,JAWA TIMUR,Swasta,RSU BALA KESELAMATAN,"13,211","140,506","153,717",D
46,5371057,NTT,Swasta,RS KARTINI,"7,118","145,676","152,794",D
47,3404124,DIY,Swasta,RSUD PANTI NUGROHO,"10,010","142,171","152,186",D
48,3314067,JAWA TENGAH,Swasta,RSU ASSALAM,"13,228","137,322","150,550",D
49,1374024,SUMATERA BARAT,Swasta,RS IBNU SINA PADANG PANJANG,"11,128","137,521","148,652",D
50,1110027,NAD,Swasta,RS MALAHAYATI,"19,774","128,066","147,867",D
51,1110103,NAD,Swasta,RS AVICENNA,"31,011","116,193","147,204",D
52,3517076,JAWA TIMUR,Swasta,RS ISLAM JOMBANG,"12,739","133,999","146,738",D
53,3404045,DIY,Swasta,RSU QUEEN LATIFA,"8,995","132,415","141,410",D
54,3279002,JAWA BARAT,Swasta,RS MITRA IDAMAN,"21,024","120,070","141,094",D
55,1408055,RIAU,Swasta,RSU MUTIA SARI,"13,255","125,319","138,574",D
56,3525092,JAWA TIMUR,Swasta,RS GRHA HUSADA GRESIK,"6,062","130,625","136,687",D
57,3310418,JAWA TENGAH,Swasta,RS PKU MUHAMMADIYAH JATINOM,"14,555","122,060","136,615",D
58,3309085,JAWA TENGAH,Swasta,RS KARANGGEDE SISMA MEDIKA,"13,643","120,209","133,852",D
59,5102043,BALI,Swasta,RSU BHAKTI RAHAYU TABANAN,"9,814","123,741","133,555",D
60,3329101,JAWA TENGAH,Swasta,RS DERA AS-SYIFA,"27,435","104,743","132,178",D
61,3329108,JAWA TENGAH,Swasta,RSU ALLAM MEDICA,"28,531","103,421","131,952",D
62,3312308,JAWA TENGAH,Swasta,RUMAH SAKIT MULIA HATI WONOGIRI,"14,436","116,942","131,378",D
63,3374331,JAWA TENGAH,Swasta,RS BANYUMANIK,"11,743","118,478","130,221",D
64,1808016,LAMPUNG,Swasta,RS MUTIARA BUNDA,"28,716","98,533","127,249",D
65,7102073,SULAWESI UTARA,Swasta,RSU BUDI SETIA,"26,150","100,742","126,892",D
66,3171793,DKI JAKARTA,Pemerintah,RSU KECAMATAN MAMPANG PRAPATAN,"8,834","116,303","125,137",D
67,3404092,DIY,Swasta,RS PURI HUSADA,"6,469","118,460","124,929",D
68,3671214,BANTEN,Swasta,RS TIARA,"16,492","108,376","124,868",D
69,1872031,LAMPUNG,Swasta,RS ISLAM METRO,"15,138","108,292","123,432",D
70,3517094,JAWA TIMUR,Swasta,RS NAHDATUL ULAMA,"15,861","107,415","123,332",D
71,3318109,JAWA TENGAH,Swasta,RS BUDI AGUNG PATI,"17,190","103,480","120,670",D
72,3507241,JAWA TIMUR,Swasta,RS ISLAM MADINAH KASEMBON,"15,855","104,313","120,168",D
73,3275083,JAWA BARAT,Swasta,RSU SETO HASBADI,"15,646","102,324","117,973",D
74,3305033,JAWA TENGAH,Swasta,RS PALANG BIRU GOMBONG,"13,087","104,702","117,789",D
75,7571021,GORONTALO,Swasta,RUMAH SAKIT BUNDA,"31,603","85,298","116,901",D
76,5108075,BALI,Swasta,RS SHATI GRAHA,"12,415","101,509","113,924",D
77,3471377,DIY,Pemerintah,UPT RS PRATAMA,"8,291","103,124","111,415",D
78,3320043,JAWA TENGAH,Swasta,RS GRAHA HUSADA,"14,315","96,947","111,262",D
79,3576074,JAWA TIMUR,Swasta,RS KAMAR MEDIKA,"16,218","93,755","109,973",D
80,3371142,JAWA TENGAH,Swasta,RS ISLAM MAGELANG,"16,580","91,927","108,507",D
81,3309131,JAWA TENGAH,Swasta,RS ISLAM BANYUBENING BOYOLALI,"10,323","97,873","108,196",D
82,3329067,JAWA TENGAH,Swasta,RSU DEDY JAYA,"6,815","100,948","107,763",D
83,1102016,NAD,Pemerintah,RSUD ACEH SINGKIL,"18,317","88,888","107,205",D
84,3516037,JAWA TIMUR,Swasta,RS KARTINI,"17,545","89,505","107,050",D
85,3273176,JAWA BARAT,Pemerintah,RSU TK IV SARININGSIH BANDUNG,"17,244","89,509","106,753",D
86,3174517,DKI JAKARTA,Pemerintah,RSU KECAMATAN KEMBANGAN,"12,374","93,279","105,663",D
87,3309107,JAWA TENGAH,Pemerintah,RSUD SIMO,"11,470","92,709","104,180",D
88,3302074,JAWA TENGAH,Swasta,RSIA AN-NI'MAH,"17,793","84,968","102,761",D
89,3309129,JAWA TENGAH,Swasta,RSU HIDAYAH BOYOLALI,"18,863","83,687","102,550",D
90,3522047,JAWA TIMUR,Pemerintah,RSUD SUMBERREJO,"19,772","81,745","101,517",D
91,3578235,JAWA TIMUR,Swasta,RSU BUNDA SURABAYA,"14,061","86,889","100,951",D
92,6472041,KALIMANTAN TIMUR,Pemerintah,RS DIM 0901 SAMARINDA,"20,828","80,093","100,921",D
93,3317026,JAWA TENGAH,Swasta,RS ISLAM ARAFAH,"19,301","81,043","100,344",D
94,3524047,JAWA TIMUR,Swasta,RS MUHAMMADIYAH BABAT,"13,164","86,312","99,476",D
95,3517095,JAWA TIMUR,Swasta,RS PELENGKAP MEDICAL CENTER,"26,357","72,722","99,079",D
96,3305114,JAWA TENGAH,Swasta,RS PURWOGONDO,"17,901","78,142","96,577",D
97,3324037,JAWA TENGAH,Swasta,RSU MUHAMMADIYAH DARUL ISTIQOMAH KENDAL,"12,544","82,745","95,289",D
98,5203025,NTB,Swasta,RS LOTIM MEDICAL CENTER,"21,714","73,423","95,137",D
99,7308026,SULAWESI SELATAN,Pemerintah,RS. DR. M. YASIN,"27,313","66,663","93,976",D
100,3208057,JAWA BARAT,Swasta,RSU EL - SYIFA,"9,775","83,038","92,815",D
101,1609046,SUMATERA SELATAN,Swasta,RS PANTI BHAKTININGSIH,"19,414","71,846","91,260",D
102,3215100,JAWA BARAT,Swasta,RS DELIMA ASIH SISMA MEDIKA,"21,487","67,541","89,028",D
103,3507105,JAWA TIMUR,Swasta,RS LAWANG MEDIKA,"13,792","75,009","88,800",D
104,3525095,JAWA TIMUR,Swasta,RS PKU MUHAMMADIYAH SEKAPUK,"9,629","79,126","88,760",D
105,3327047,JAWA TENGAH,Swasta,RS MUHAMMADIYAH MARDHATILLAH RANDUDONGKAL,"21,050","66,940","87,990",D
106,3327032,JAWA TENGAH,Swasta,RS ISLAM MOGA,"26,275","61,645","87,920",D
107,3517089,JAWA TIMUR,Pemerintah,RSUD PLOSO,"15,088","72,660","87,748",D
108,3175416,DKI JAKARTA,Pemerintah,RUMAH SAKIT UMUM TANJUNG PRIOK,"8,356","79,350","87,706",D
109,3207045,JAWA BARAT,Swasta,RS PERMATA BUNDA,"13,217","74,313","87,530",D
110,3301107,JAWA TENGAH,Swasta,RSU SANTA MARIA CILACAP,"13,575","73,839","87,414",D
111,3272036,JAWA BARAT,Swasta,RS RIDOGALIH,"10,129","77,213","87,341",D
112,3309074,JAWA TENGAH,Swasta,RS UMI BAROKAH,"17,274","70,020","87,294",D
113,3571053,JAWA TIMUR,Pemerintah,RSU DAHA HUSADA,"2,764","84,077","86,841",D
114,1208056,SUMATERA UTARA,Swasta,RS SETIO HUSODO,"20,572","66,025","86,597",D
115,3404184,DIY,Pemerintah,RS BHAYANGKARA SLEMAN,"12,673","73,691","86,364",D
116,7306057,SULAWESI SELATAN,Swasta,RSU THALIA IRHAM,"15,083","70,686","85,769",D
117,3310419,JAWA TENGAH,Swasta,RSU MITRA KELUARGA HUSADA KLATEN,"10,800","74,923","85,723",D
118,1701016,BENGKULU,Swasta,RS AS-SYIFA,"22,750","62,957","85,707",D
119,3173700,DKI JAKARTA,Pemerintah,RSUK CEMPAKA PUTIH,"6,296","79,343","85,639",D
120,3402020,DIY,Swasta,RS ST ELIZABETH BANTUL,"10,131","74,638","84,771",D
121,3403024,DIY,Swasta,RS PKU MUHAMMADIYAH WONOSARI,"9,905","74,788","84,693",D
122,6306023,KALIMANTAN SELATAN,Swasta,RS CERIA,"10,119","73,628","83,747",D
123,3514054,JAWA TIMUR,Swasta,RSU SAHABAT,"20,953","62,102","83,055",D
124,1109031,NAD,Swasta,RSI IBNU SINA SIGLI,"20,142","61,606","81,748",D
125,7308059,SULAWESI SELATAN,Pemerintah,RSUD DATU PANCAITANA,"7,587","73,960","81,547",D
126,3173699,DKI JAKARTA,Pemerintah,RSU KECAMATAN KEMAYORAN,"12,370","68,424","80,794",D
127,3175413,DKI JAKARTA,Pemerintah,RSU KECAMATAN PADEMANGAN,"7,751","72,857","80,608",D
128,7371197,SULAWESI SELATAN,Pemerintah,BP GIGI MAKASSAR,0,"80,049","80,049",D
129,3174525,DKI JAKARTA,Pemerintah,RSU KECAMATAN TAMAN SARI,"6,665","73,285","79,950",D
130,3173701,DKI JAKARTA,Pemerintah,RSUK JOHAR BARU,"6,247","73,677","79,924",D
131,3507107,JAWA TIMUR,Swasta,RUMAH SAKIT BEN MARI,"21,648","57,674","79,322",D
132,3329102,JAWA TENGAH,Pemerintah,RSUD BUMIAYU,"14,725","64,313","79,038",D
133,3515135,JAWA TIMUR,Pemerintah,RUMAH SAKIT TNI AD 05.08.03 SIDOARJO,"14,573","64,142","78,715",D
134,3316040,JAWA TENGAH,Swasta,RSU PERMATA BLORA,"17,529","60,459","77,988",D
135,1375025,SUMATERA BARAT,Pemerintah,RS TK IV BUKIT TINGGI,"9,212","68,769","77,982",D
136,3504070,JAWA TIMUR,Swasta,RSI MADINAH,"9,695","67,667","77,362",D
137,1771040,BENGKULU,Pemerintah,RUMKIT TK IV BENGKULU,"18,524","58,577","77,226",D
138,3404179,DIY,Swasta,RS MITRA PARAMEDIKA,"14,726","62,376","77,102",D
139,3515132,JAWA TIMUR,Pemerintah,RSU RAHMAN RAHIM,"14,740","62,143","76,883",D
140,3516039,JAWA TIMUR,Swasta,RUMAH SAKIT UMUM DIAN HUSADA,"14,421","62,221","76,642",D
141,3302180,JAWA TENGAH,Swasta,RS SINAR KASIH,"10,813","65,150","75,963",D
142,3306023,JAWA TENGAH,Swasta,RSIA AISYIYAH,"7,514","68,090","75,604",D
143,5202022,NTB,Swasta,RS ISLAM YATOFA,"23,180","52,420","75,600",D
144,3508056,JAWA TIMUR,Swasta,RS ISLAM LUMAJANG,"18,023","57,031","75,054",D
145,3175396,DKI JAKARTA,Swasta,RS PORT MEDICAL CENTER,"3,816","71,219","75,035",D
146,1377005,SUMATERA BARAT,Swasta,RS TAMAR MEDICAL CENTER,"11,526","63,274","74,800",D
147,5271021,NTB,Pemerintah,RUMKIT TK VI WIRABAKTI,"13,097","61,548","74,645",D
148,1407014,RIAU,Swasta,RS SURYA INSANI,"14,801","59,794","74,596",D
149,3279003,JAWA BARAT,Swasta,RS BANJAR PATROMAN,"10,154","63,986","74,140",D
150,7204043,SULAWESI TENGAH,Swasta,RSU SINAR KASIH GKST TENTENA,"14,808","59,269","74,078",D
151,3504071,JAWA TIMUR,Swasta,RS MUHAMMADIYAH BANDUNG TULUNGAGUNG,"14,243","59,787","74,030",D
152,1371284,SUMATERA BARAT,Swasta,RS SELAGURI,"2,799","70,721","73,520",D
153,3575016,JAWA TIMUR,Swasta,RS ASIH ABYAKTA,"17,490","55,861","73,351",D
154,1471161,RIAU,Swasta,RS BINA KASIH,"12,112","60,892","73,004",D
155,3515138,JAWA TIMUR,Swasta,RS AISYIYAH SITI FATIMAH TULANGAN,"10,317","62,353","72,670",D
156,3404181,DIY,Swasta,RSU AT-TUROTS AL-ISLAMY YOGYAKARTA,"5,935","66,079","72,014",D
157,3302227,JAWA TENGAH,Swasta,RSU MEDIKA LESTARI BANYUMAS,"17,209","54,478","71,687",D
158,3303097,JAWA TENGAH,Pemerintah,RSKBD PANTI NUGROHO,"24,537","46,072","70,609",D
159,3174518,DKI JAKARTA,Pemerintah,RSU KECAMATAN KALIDERES,"9,678","60,769","70,452",D
160,6172044,KALIMANTAN BARAT,Pemerintah,RUMKIT TK.IV SINGKAWANG,"13,896","56,406","70,302",D
161,3578246,JAWA TIMUR,Swasta,RS MUJI RAHAYU,"9,414","60,867","70,281",D
162,3512038,JAWA TIMUR,Swasta,RS MITRA SEHAT,"20,679","48,856","69,535",D
163,3403021,DIY,Swasta,RS NUR ROHMAH,"12,533","56,880","69,413",D
164,3318111,JAWA TENGAH,Swasta,RS SEBENING KASIH,"15,717","53,689","69,406",D
165,3319102,JAWA TENGAH,Pemerintah,RUMKITBAN KUDUS,"6,452","62,009","68,462",D
166,1309023,SUMATERA BARAT,Swasta,RSI IBNU SINA PANTI YARSI,"5,285","63,068","68,353",D
167,7171097,SULAWESI UTARA,Pemerintah,RS TINGKAT IV LANUD SAM RATULANGI MANADO,"7,314","60,794","68,108",D
168,3516036,JAWA TIMUR,Swasta,RS MUTIARA HATI,"18,233","49,677","67,910",D
169,1174019,NAD,Swasta,RSU BUNGA MELATI,"43,658","24,162","67,820",D
170,1808017,LAMPUNG,Swasta,RS PENAWAR MEDIKA,"13,833","53,734","67,567",D
171,1408079,RIAU,Swasta,RUMAH SAKIT THURSINA,"4,322","62,251","66,573",D
172,3401048,DIY,Swasta,RSU KHARISMA PARAMEDIKA,"6,883","58,958","65,841",D
173,1108017,NAD,Swasta,RUMAH SAKIT IBNU SINA,"20,084","45,336","65,426",D
174,7101037,SULAWESI UTARA,Swasta,RSU KINAPIT,"12,512","52,912","65,424",D
175,3314023,JAWA TENGAH,Swasta,RS MARDI LESTARI SRAGEN,"10,311","54,949","65,266",D
176,3375074,JAWA TENGAH,Swasta,RS BEDAH ARO,"13,973","50,744","64,717",D
177,3506059,JAWA TIMUR,Swasta,RS MUHAMMADIYAH SITI KHODIJAH GURAH,"11,517","52,958","64,475",D
178,1703045,BENGKULU,Swasta,RS HANA CHARITAS ARGA MAKMUR,"10,619","53,764","64,383",D
179,5308045,NTT,Pemerintah,RSUD LEWOLEBA,"11,543","52,184","63,727",D
180,3515110,JAWA TIMUR,Swasta,RSU JASEM,"11,420","52,012","63,432",D
181,3578770,JAWA TIMUR,Swasta,RS WIJAYA SURABAYA,"6,813","56,191","63,284",D
182,1609012,SUMATERA SELATAN,Swasta,RSU ISLAM AT-TAQWA GUMAWANG,"18,790","44,362","63,152",D
183,6473042,KALIMANTAN UTARA,Pemerintah,RS AL ILYAS TARAKAN,"5,472","56,908","62,380",D
184,3314096,JAWA TENGAH,Swasta,RSU RIZKI AMALIA,"3,226","59,142","62,368",D
185,6102055,KALIMANTAN BARAT,Swasta,RS BETHESDA SERUKAM,"11,945","50,198","62,143",D
186,1903002,BANGKA BELITUNG,Swasta,RS BAKTI TIMAH MUNTOK,"4,353","57,572","61,925",D
187,3518046,JAWA TIMUR,Swasta,RS AISYIYAH NGANJUK,"12,714","48,061","60,775",D
188,3525090,JAWA TIMUR,Swasta,RS WATES HUSADA GRESIK,"11,724","48,142","59,867",D
189,5371054,NTT,Swasta,RS MAMAMI,"20,018","38,614","58,632",D
190,3523052,JAWA TIMUR,Swasta,RSAB MUHAMMADIYAH,"9,972","48,539","58,511",D
191,1278002,SUMATERA UTARA,Swasta,RSU BETHESDA,"22,379","35,393","57,772",D
192,1221002,SUMATERA UTARA,Swasta,RSU PERMATA MADINA SIBUHUAN,"7,358","50,328","57,686",D
